"","G0","G1","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G2","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G3","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G4","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G5","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G7","G71","G72","G73","G74","G75","G76","G77","G78","G79","G8","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G9"
"P461-PWY",59.1278148807277,280.204688844595,411.602761491314,635.53501501717,85.9587246112633,244.832085981054,372.952148940398,32.8233211182111,58.6964522229129,771.723011563256,10.3610378208206,155.206917059134,661.178849902808,372.508065355335,906.364946618581,864.572207888191,994.697871413739,271.385095575319,182.156284461819,384.845063980082,352.599433740901,0,590.391118904492,99.7512542764303,90.3419499419971,17527.0914792149,55.4920602452888,1440.30239682041,185.855462306069,1350.4037415113,11036.1128003987,557.544589379879,315.274926898427,410.544224501684,300.235023945178,825.199161039067,52.423329951403,2329.43096913914,93445.6407636198,2507.45564036751,11530.1844300436,2521.89633834268,8367.71202463303,128.908115915071,5829.86219512285,264.2027185004,2323.88190338574,71.9726608599618,1223.08325513631,308.604944999906,34.2944260395145,88.2962897074239,5890.05301097854,379.191441991821,676.332215100858,586.674069502231,459.300688667543,835.029732038276,524.824243424542,489.078517599977,387.930095005882,448.2793030796,164.842827292869,459.474446877763,367.795711243486,505.154721507848,708.184813791502,3440.69151861776,3231.00770263813,3343.59571017288,925.401310369572,6890.79656501869,4388.84865209922,89485.7770504944,58.028213685315,2736.04444278284,579.36473371487,11049.0743458614,4892.0962191467,14872.6838606041,4694.80032532878,125530.899409986,1823.24110100146,2933.14350417543,7685.56367842636,94650.241889958,1845.60312702271,160.841054996305
"P562-PWY",170.240586719677,23926.3834049572,14678.9693871229,138.196907538748,2966.79699901089,39.9994339605506,139.578106919412,51.7315289707071,0,76.9170512910594,1.72646584283425,145.058428259959,2886.34559694901,1361.91816524066,2846.5973753093,14315.6349416746,5794.47369321261,16733.3695704981,130.267579247441,142.292829846142,168.388687686428,28.91,549.401637260145,91.2585341818928,65.4536769711706,17943.695981902,1302.49678559063,3210.77900015895,702.113405779156,6051.83879759525,2743.92825837527,431.563142225572,240.484780835674,404.104060059836,42.9999608217891,881.62608520739,385.702731056122,993.637580694802,2208.37619209696,541.345773729112,1356.86392725374,6044.00209701548,1582.27753024884,1023.8097309594,3296.5926490628,1483.9409576728,2549.18193783662,351,50676.8842958066,8120.24882301123,1980.65696833609,1214.26470942088,7423.32088916,16.5319998616169,589.561290891993,462.796694621713,0.117001274115489,207.096285769498,2812.4674390506,769.202246889849,221.598036901141,558.820910120823,262.782704656711,465.339627893006,611.27137772252,434.516157338404,407.909890876844,18511.8164148641,6424.39386776961,14594.0221398157,13960.7995886364,26108.9887830116,54917.06734307,875.47623469478,96.44534443407,7481.41616878699,7875.77410113272,23814.0666966422,27302.4508859919,7907.18625879507,3654.62198657686,2590.90517937142,1659.45785665448,148.926615978221,989.228429357903,322.59397917484,516.61962345138,45.8777250222376
"P621-PWY",2.86709825695709,0,0,0,0,1.16574387478439,0,6.61644535664774,0,25.9410450499694,0,0,2.3428019218188,1.45617880331011e-05,2.49041740241335,0,0,0,6.3422345140676,0,7.20260518189621,0,4.84984460461276,0,0,470.966036535731,3418.36431468038,1323.52897158969,28.364724696972,232.340300151195,671.751090542744,1342.28255307959,0,0,4.57332001479134,1210.91806705041,1031.98767079031,985.327083392748,0,181.972459787117,2335.02063974585,30.989308739747,0,4545.12565674967,3010.45518458678,295.681569992905,14.6604388107934,0,1744.39967686659,0,0,1191.09694627897,291.561419209651,0,15.0037571590401,1805.34578936155,0,158.96257914122,0,1771.48728740323,7.89585727210837,0,0,0,0,35.5409411323329,8.78107489697369,0.434925813794832,386.069651515047,552.26311696886,4.96774879375695,520.411732971315,4.39510305846156,141.139545552668,0,3.64350308799898,12.4035545782681,335.012137347673,270.949372469061,15.2058997257399,107.633778479776,36.0711631449101,3280.60395422593,11.118238475972,127.007946527068,4.88046523470801,15.256631229565,0
"PANTO-PWY",268.893917665912,24009.8834694533,15260.0421469291,446.503274158381,3380.58161336605,422.946847031735,192.095943363625,181.72883317305,9.4882267240891,613.34068273279,4.62457252869759,620.486527595947,3400.91718798976,2339.80543027388,4832.45030005369,14056.7224976899,6923.34077750296,16876.6267939997,558.626509761137,820.267263047515,403.364936021058,34.5862141280061,2248.56244902362,47.7554332107114,39.6250365319642,60950.7225207846,11986.1305839809,8119.9954315133,1680.90751952707,17542.1530811918,5874.41570024765,4551.54397606552,684.11975270033,1107.25826112893,297.830453049628,5110.43138788286,3507.85104804469,6927.04187810433,70416.2177988508,83243.6230126428,12961.7865072366,4673.35085055944,530.550897291899,12417.2015298474,16173.4393966648,3887.48380641338,7587.85565705605,876.019537677851,29261.0550816385,4300.34034227458,1471.16828309329,5202.71432200982,16825.4859511809,232.767573044881,2970.27188619751,5206.41238128545,735.177559972543,1479.73162240176,2684.77991653051,6667.55764786934,641.198693358354,1666.61069717377,649.16752913373,2347.40952391113,1341.63627214275,987.031452031378,2824.42924357476,49672.7309863982,21455.6303762107,107749.98228047,106117.924863733,183738.390833932,230197.373979966,52041.7315469787,177.080432539331,43804.9522809954,7967.31811845949,155395.493890109,175277.271305567,28139.2533498909,12509.7907604368,76930.3189597354,13945.6656955674,1681.10359760113,5595.6828408381,53765.2784904216,2610.40063734453,86.7810235942561
"PANTOSYN-PWY",243.685781378709,24065.6849842429,15224.7627817363,601.935144669441,3388.71279394739,433.777980934166,271.730654910602,162.831741329811,14.2243304804941,889.317009510221,6.91330628103506,571.237861783341,3452.3770588409,2465.23415908374,4879.41626462722,14230.7795623682,6897.93490179448,16916.7839259652,514.664049553892,874.180923801458,503.193408878633,33.6947827010418,2348.69471212472,71.5028718642435,59.2489871371235,57381.8630461181,9031.94723616738,7201.22183607282,1416.65616993522,14611.6376394573,7846.00207496885,3399.29644567918,520.344250936186,1057.36012278797,422.175380274216,3872.65260500434,2864.91631252582,7193.78492646254,65012.8438544564,83822.3150573104,11579.0813170232,4756.3657631637,737.089995392036,9037.37657158259,13529.8012756584,3696.14317713859,6446.18753459803,806.93641339302,24863.2701286452,3823.47930713244,1304.77986886479,4272.96771963098,15297.1684119428,232.451773830222,2867.19895457319,3913.21692708226,694.315925295096,1352.69872895161,2803.34604800434,5367.4808357302,610.660684617446,1706.73469043664,541.024556191757,2251.28919377301,1117.30433645311,1038.88156886671,2496.76106345814,45204.6805239329,20808.7994948713,93323.2970398859,89340.6746869005,166596.990839586,187743.667964489,51319.1685985644,160.40247330567,34187.2106082462,8054.9221202972,131236.299287801,153730.790574669,24320.0738253978,11268.1209219461,75534.0030330981,10903.504438349,2433.55245356466,7575.84472565872,53450.7512788564,2472.27418293593,129.268852210968
"PENTOSE-P-PWY",309.348757908222,25844.1661860629,16287.945793361,944.366567747973,3606.57544217999,540.517300451912,361.16015404031,174.590576444528,21.3687740377389,1279.73225718737,25.2705532193414,544.695542011346,3764.23733025045,3055.33272925198,4583.4178408264,15763.9383065704,7546.97612034092,18173.8934529263,482.247651322794,1219.46280116118,697.116967773757,36.5158441795225,2653.12631186925,104.10555952275,96.36595150937,67257.5224853555,9641.60660125163,9245.16820486012,1744.43091980909,18301.9918182278,11135.9141286092,3731.13005633257,599.319205234467,1310.82642763554,518.354711955829,4546.14770871089,3915.77092794811,7947.68065775178,81133.2398906325,102003.245462072,15103.3903041871,7505.59066277243,941.352831176568,10999.9538759261,14926.1074901759,3364.95630985138,8283.72884309404,924.616399107251,37667.7071574221,5777.6838365368,1678.74638396733,4249.30109922916,20956.2202591313,318.3282339008,2677.73670072813,4470.61338996523,576.330693263344,1241.45053942699,2716.55507401494,5444.21644712364,889.087771461784,2034.15075221233,654.752899911986,2095.69050854358,1391.19564418955,1372.01501744855,3196.42686565951,58555.6376974479,25805.9583655902,102620.902005924,94891.4933540037,193652.570305067,202993.780951112,68405.8699039846,178.56488353962,34478.1230529415,8887.14933429715,144046.173291453,176419.547261275,30428.6474048485,12907.5800642964,98160.0779458241,12060.0879889876,3125.24059108384,12134.1557936511,70246.2946625842,2860.7007685261,189.546438973434
"PEPTIDOGLYCANSYN-PWY",245.33547253836,24208.065488243,15479.3234899808,3814.12015433405,3449.97635943318,596.031066295289,5837.20230458232,183.16553415388,9525.19810727435,17098.904256525,765.785467613437,565.539036143276,3740.22417187649,2953.618105109,5161.12222879547,14678.700356766,7080.16273136005,17064.8082156162,531.613967602979,1166.87571448502,1326.73430370139,34.02,2707.36329435072,14800.7366238664,7026.76909440176,62971.8525246769,7890.98563042105,7148.82107291998,1429.49825679469,14168.1053368106,51880.7603236281,2968.04522565233,480.653050256812,1068.50029965383,31722.8710130894,3493.71486076231,2625.25170719225,20034.7232772683,65777.632006146,85740.4493007617,11390.052560381,6046.37457605308,61718.7918844135,7812.71118675561,13034.1125793109,3844.19158360291,6628.01273794605,790.760778774585,22195.6412611193,3475.30074081496,1213.90948915582,3884.15169769274,16890.5234277876,243.310661124638,2948.43058922102,3415.38579988102,729.825722752215,1339.62883931071,3314.94950000044,4888.3407474839,675.415092974595,2122.02136858718,536.573744168838,2269.7861915771,1063.32667309782,1312.14264784915,3294.1742555677,46647.9201740755,21918.7860769243,87765.385402306,82049.101184399,163525.723134334,173316.056432766,53563.7347332956,162.529440126289,31509.5062695768,8310.11356297938,125326.822864289,145637.961518804,24613.611764926,11888.0302697144,79520.8804052612,9912.31458446492,50396.377202622,86383.2202662872,56437.9293209072,2562.46218117177,11909.0336696994
"PHOSLIPSYN-PWY",389.207137684112,45065.4193756366,28216.5661501342,3877.6568445019,6122.72698178617,661.10796543149,5890.44074435523,240.720894512006,9426.00676823113,17138.8046634049,758.870851802079,746.667761499581,6224.74511115819,4190.53896598089,7579.03674911832,26714.9359141837,12061.33228405,31592.9184181092,649.303249389023,1384.79029786045,1377.56911937182,60.8780620365218,3494.10335348096,14693.1765228253,6981.6287509585,79887.2509813156,10535.729354838,8930.63404303574,1766.4981848706,21597.7480226761,51315.6552123055,4080.55764591949,576.302197573808,1512.13200342521,31543.0464142246,4496.02590784847,3519.7152523509,19519.2305785431,101756.397260091,146034.170623578,15235.72815563,7203.4631820684,60164.9529217287,10348.3331222741,15188.5450046486,5187.12567150173,9188.27973127483,1389.18803864475,22811.6165728719,3409.19517863548,1476.60048641697,5120.2027159823,21943.350621732,338.501647918241,3837.54980447069,4533.75872442359,878.673234589153,1867.8143660554,4578.90670720266,6401.84643193996,949.479478664278,2423.87840186339,775.195885939903,2873.20637271345,1473.02503499276,1588.797176715,3847.53703059914,74100.7618387509,29325.9745344242,159078.704185983,153100.56174917,271454.779990375,320577.931111288,74760.3871316398,233.504712854762,59142.1595895896,15012.2655171093,221723.729144421,257164.922299946,35829.7855616649,17101.5143888481,112880.45596646,12990.0605023365,49880.970367196,85926.1403009474,78646.8094664451,3474.18438592858,11842.853620473
"POLYAMINSYN3-PWY",0.679183690396384,546.912618086055,814.811630500973,66.8218350563026,410.99542392939,117.257817427109,2.15368281175386,56.4372017824869,1.12159156167807,174.860555198777,0,283.012077261548,752.212474827234,766.383940785402,262.94911790433,928.977618381678,2072.00065696127,869.478971800424,180.331324152831,276.914050117535,53.5214168460245,0,672.086426406483,3.31230517495522,1.78416009133913,13671.3242125382,608.067588727949,2268.13679877462,671.153550639842,4495.45793879985,917.911985214621,563.546326774157,26.82788379231,603.351503472894,49.0019172271009,502.567897885886,436.351787946689,173.522399963347,15639.7347273544,70949.8324392202,3473.90464080947,856.924573251991,38.636643980128,361.688065059299,2100.66868608929,1468.84855853451,1510.62168711721,367.332360983033,1220.27393696973,474.144459338923,102.438783777831,476.301639032691,3438.91569319423,1.52210172731287,736.622389603012,480.283574438869,181.519737120861,664.651549273079,104.62788380738,767.694038352791,414.753739397404,951.153023755025,221.773176011143,566.119091045495,447.567777323725,275.507203200714,390.412406785281,16892.6364178147,7387.48794937799,55804.4249013635,49130.8738376108,104826.983089401,84718.1317571931,3784.38903729503,30.5507045439244,10585.4774388877,480.935253503943,65627.9525712181,100804.731695147,13491.7334666745,3999.09732926798,7585.66203204935,1912.69188072004,50.6707031919148,1199.75262558984,400.889743880184,905.223271545281,17.0549898339723
"POLYAMSYN-PWY",84.3247637344531,266.285949172026,217.931490765114,64.2434633633776,188.980584511777,110.815749928841,1.87344311166744,51.1687399656574,0.972435025958188,121.220297177175,0,244.930031492711,893.350406024859,327.61271463615,450.199283308423,53.6561751029117,1250.70838437602,86.3495231897577,181.019004171805,225.44613965009,54.1035802450481,8.70318235300446,671.555470388876,3.0841439930071,2.25545169497597,13461.9059659489,587.93509675215,2268.99383575182,580.08319218935,4389.10180422039,826.567302852147,546.841452574247,405.767287307049,554.065161477475,62.4065328957586,513.485518045252,404.049699940654,167.631956928423,64999.0668359267,6258.75323398397,8182.31693128713,1677.40537439342,0,322.873205452991,2150.87615544895,1376.43624094311,1516.85865366701,310.411304924316,11756.5972211223,1223.83921914003,531.278237621774,508.144054638061,3405.17076548964,273.271946324767,742.16562850295,707.408106045838,218.225909862307,810.155652838639,128.754282786257,728.507060190627,399.48577991394,582.059785454473,219.413280139825,556.822577466601,475.546453908615,281.80011855675,356.188369037193,14440.6116964328,7069.40305095644,46621.3073252914,45721.0918628442,72117.2952912291,83369.1349411549,62076.1504410217,32.5716306046518,10541.1800369779,140.968087931424,62646.6761839351,75752.2852897483,14271.3634901429,3930.3277185637,85288.0164958906,1852.50090418123,52.3926823865703,1186.73902848153,64183.4915124157,1256.53380374975,12.4536937097596
"POLYISOPRENSYN-PWY",244.495988593162,24103.8200715006,15361.8459347219,3405.81415003627,3390.28638618155,499.758165606594,5216.34291458422,154.810327231919,8479.63708188916,15203.5465173376,682.041574734611,536.478018687484,3492.88886597409,2664.35212184054,4802.54973654453,14425.0637663585,6945.0893230425,16969.9021186281,471.575808509413,1012.51993034223,1228.42579422015,35.7295477386935,2245.94309071246,13218.8486478486,6275.46378827868,54698.0502732265,10754.0703262532,7437.33526134608,1281.66524641496,15783.9742252314,45989.3240374747,4027.58515146904,483.202894696437,1049.06483311863,28314.2203315128,4227.93919902658,3188.95099395108,18193.94949279,65742.5918065987,84110.7212322556,12332.8359122305,6711.39822330754,54356.4104675975,11034.7589151862,12064.0096788879,3732.6975107913,6458.814562049,883.517092341129,35221.2811576078,5911.45797660569,1700.80529169519,5070.19113793121,15718.311030743,232.827697380778,3012.47412531808,4602.53322850385,634.180222405375,1423.5388524356,3178.66974770595,6229.6147926728,639.314048410229,1734.90222422645,626.08493866561,2205.63797469129,1081.16746398988,1119.041762514,3049.99851906476,49906.7544611544,20323.5169146473,97063.0033416105,92970.7143857298,167868.810488951,197422.827145793,51223.777439731,164.821021919004,37819.446286977,8183.94194076527,137953.853944119,156763.284231309,23012.5952214855,10794.0542807263,74448.7178409601,12277.290875437,44522.0021900112,76045.5057545281,53150.5783736016,2348.72806796732,10621.6742795963
"PPGPPMET-PWY",83.2096234309663,475.299061192404,1043.70675808367,212.897109881001,304.420577993966,265.297621062288,25.8883319768007,129.31738167857,8.56143749634338,358.547280928,4.28979277955428,230.089845153223,1108.34995890989,1162.59146603761,1860.17151086062,944.597354864836,2457.7676883638,937.332159518217,301.612512170348,574.941348449174,13.2268813963251,3.55869488975038,1421.73336150891,0,30.6432391830031,19689.7766965695,7840.96758054506,5832.66772571639,777.004366282138,3458.04127955867,4574.9454426414,3061.64134475548,315.49226619844,540.28436435126,4.79346372055092,3723.86921964763,2586.60518928348,6162.45069532257,67513.503864166,1704.53462541263,11681.3144731851,1045.42080121194,146.121330870644,6044.73873778941,11112.9901841782,1292.6471715859,2499.95258374013,218.791020968737,11457.1676917001,61.3279106833662,414.892141005147,4138.75125860169,5581.77713644296,242.537595649496,2257.70727281176,3536.25726207112,262.795460792709,1269.71137157449,482.869863641252,4994.84814561165,332.548032932282,367.844795842981,366.743518698306,527.378759196821,839.758076859089,624.948719224137,358.289294998432,25853.0694719435,7986.89543695148,14170.9576597382,13985.0464273416,24084.7960164217,49189.0646848726,56908.5300592665,104.052787825561,5973.33612759504,272.177628397655,17234.8304772346,37756.4449746051,16431.7985378656,3374.21947860338,83134.0635004654,10117.8540571569,279.254369785662,972.157104037748,59566.4027181214,1727.46644450604,1.0825e-13
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY",161.813464008443,270.491328534791,570.081537884037,241.420271629238,301.016647936588,232.012803376513,10.5074037636317,186.568514263037,0,80.9858804889894,2.38127159480179,228.531084144725,590.927879997423,441.735422982427,669.501559192568,392.62502388593,1411.29768914365,479.396253887152,245.330452667384,175.402831770643,319.393081449043,0,842.274942327622,0,0.00897297386399884,32863.3699786477,17264.2491937689,7743.38947737628,1380.86923221298,12815.1155305673,5096.79843597775,6275.61815163668,507.036937232922,771.530090535534,79.2701818936427,6346.24916236852,4555.80836064895,6766.16521939128,11335.5568616574,114846.687139074,10086.0183089275,5103.3400836139,548.445412064423,20448.1546286959,13343.0365498938,2756.1559341254,4706.87415014993,535.901819225761,43239.7877917365,6126.23941737039,1707.64959993388,6228.84050073981,12282.4412433067,17.1603456820831,2759.30660240933,7710.20180311337,51.6806231245326,736.627627211554,3633.23791160452,8425.65208200096,403.392004944114,1370.46920610588,386.327086513502,724.58808516912,985.575670191355,824.907538749977,344.954590149741,37557.7453960179,14714.0350498407,109629.176779674,103270.327929375,188953.452042053,216622.995395656,1142.31519156417,145.836033560574,32439.9181945254,206.457597701411,138839.240842276,190474.662751118,21049.0838767242,8504.59226507212,5062.1168639205,15940.051317285,256.883458385418,2724.51973430165,292.828251865722,1294.32786283308,10.3130200166554
"PRPP-PWY",181.92295443019,4755.47699771728,3567.99583031565,1020.64327679847,1617.9618855437,464.927017774601,662.51298352971,150.567756132878,37.9792990921459,1752.15412053889,14.7264204508491,518.166767010418,3107.41131066325,2656.25029522194,4226.86413023454,8889.8862205325,4775.36586451334,4312.1172259803,468.046099665366,924.606761193797,890.281242110257,0,2452.67103762271,255.647745629471,208.57354410507,57783.7601602698,666.614954481527,6051.55191035244,1153.5158989302,11485.6767458689,15057.932951483,2208.29750193371,466.318363284572,989.508123325919,694.265430905638,2954.02310050546,1981.90315849527,9563.44106346243,67972.7663078641,44075.1733873643,11759.5341472366,4976.74704834142,3466.96516089821,1681.97394813203,11393.4096450437,3236.03059632465,5970.42057258029,678.066608528055,6636.28965491233,1722.83272964754,1040.59341231673,1381.65077655035,15079.7746706558,255.185489330197,2472.33311733432,2247.88818292791,656.869901506961,1298.38455426796,2676.78403694989,3026.68039263407,659.003940883803,1725.45234036405,439.669517316964,1795.59745917958,1051.75671516855,1075.0124577162,2318.83192255197,43225.8054726894,19114.1847236514,66494.0654790957,62676.6173464019,129214.23838127,140393.864772711,56547.3403019494,132.092577825697,25829.3359888758,4908.22279163091,104939.528347763,104314.574413687,22340.6531970436,10488.525368315,82492.0325607062,8362.67085708299,6871.29168527699,19927.3731960018,59016.177843005,2437.24229924288,242.013522661475
"PWY-1269",247.95539852114,23913.9861434469,14833.3511060349,149.40365046957,3166.68040529239,247.559989836582,88.7675758426998,120.920950806158,4.74591540533209,301.464397899435,2.3375980357143,472.042695709185,3173.38361687215,1936.03827891766,3628.18234903898,13881.0172335493,6733.72815124938,16767.6669705817,293.788900303302,604.914488266285,301.850415520332,34.02,1417.85745235144,23.92,19.9168583238922,26980.4761972285,8360.42743828265,5672.34545131876,822.013161439247,11154.8603797598,2559.72610125887,3164.44777293675,408.689842079958,918.511478881225,113.679929813449,2987.19048167423,2395.08901318,2522.49726240012,68420.7903939533,80947.1209557593,11615.2276650926,1490.14339762267,203.997137117425,8144.30448864787,7756.52656109884,2752.51652567498,4741.66070103543,727.918577095479,4720.28564669864,534.572315564142,217.484920791055,4051.88463058903,11083.9999844486,259.886965613943,2587.36966676806,3579.04929915058,574.300108813829,1299.66702030109,2843.54493992582,4979.8067949904,614.060123245311,1273.23248579833,495.755398734039,808.841314428049,898.474947300173,499.416095175617,510.91231142222,38568.0881736748,13083.1102314708,83556.8867243466,80837.3831912722,137805.579563339,167599.457270418,57668.9156254265,162.68889083159,28565.029951329,7769.0585848011,110212.926265898,138635.657536568,19069.5060815093,6208.54716921853,79902.5881706908,9512.64945352779,810.261272877199,1657.71273276137,59123.516269524,1731.5397725079,37.8800001130125
"PWY-1361",42.2634898737302,0,0,41.8381513379236,0,8.42237190646134,0,3.93303908409279,0,0,0,0,52.458917342401,12.6833846556343,0,0,0,0,0,27.3049797151056,29.407644163493,0.0417610580252439,64.1728119983093,0,0,1078.92198969561,1236.74651375374,266.851134266135,64.2808404893646,353.215764336669,117.925653450368,0,11.6049176377202,71.1182024201846,0,306.864819639181,215.37644578542,74.1845194247494,0,0,269.147395298964,61.9977797378768,0,9.43136988973319,518.872310021842,2.5963796937858,5.97540790702996,0,1245.17474427499,0,0,871.487917008611,1154.7474513,0,190.616185778552,509.9504983155,62.5083341784864,127.470991487474,0,524.533451402083,0,0,10.7226285294896,0,0,28.2089928286288,4.90111141134253,463.16553179412,503.530457124686,2.09795060913071,16.8834745825404,426.6212393845,0,51.205336694989,0,35.8581661176228,45.8253360977995,0,11.642852647518,0,0,150.444056185351,54.3755758013888,14.4390773999438,370.202505599623,0,3.33760061915997,0
"PWY-1422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99864422989049e-06,0,0,0,0,0,1.59932180040827e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93209719659363e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-1501",6.02333435515882,0.17704760784017,0,0.462507952260284,0,5.82586434442066,0,0.439884434764065,0,2.95242961947149,0,0.466515702619219,8.12596509348452,4.68012114651228,5.86853097002489,0,1.31842729350518,0.0832655554269548,3.41108613445745,1.08875231135172,0.565451887258159,0,12.7578978220082,0,0,742.403644903099,2050.59292913607,1196.33981544493,36.5780885081665,236.818993639617,599.905495109477,566.447913603985,9.55217098098827,0,5.96752821453417,721.279039006295,565.844789388316,639.961512272675,0,181.68590662017,1056.90381999113,41.66108019473,0,1676.14089516577,2437.55008961243,140.166838703461,71.5087550152362,0,2855.7674615672,0,0,1046.84154419456,315.422776220488,3.08683675102333e-06,3.07080796459843,903.345186948343,0,146.191078882736,0,1247.97594267389,10.1341469362613,0,0,0,0,18.3791198238355,4.645606446535,12.6181407014457,769.97489277455,522.821325617633,4.90722090506995,1591.27694510368,16.9018720691744,149.469548417154,0,14.361896032639,3.30220309576702,554.720885000512,738.876782655109,0.676175521579646,17.9987020386116,74.4946533166932,2158.74278860039,11.936662072405,400.130716941041,0.191435970949808,0.609186830550129,0
"PWY-1541",0,0.000608168138532148,0,0,0,1.01405842787739,0,0,0,0.720089633126283,0,0.0203292505961387,1.91308160144513,0,1.71442573669583,0,0.10327406907466,0,0.0558705953020201,0.0844699852531029,0.033793818445711,0,0.108365818557342,0,0,993.831578266549,2.96469581645476,5.22134091800435,0.51320155808319,132.030625045468,9.37487091601309e-05,0,0,0,1.64438136140811,0.00965640578290836,0.41112772640547,3.8311370774169,0,0,133.161615319239,211.039440866828,0,0.0146175164586481,14.5084614199869,35.386880157087,0.848806952604049,0,7.5166384571533,0,0.022410232769862,19.8562470297663,22.0544607661908,0,0,0.000996231208640763,0,0,1529.17620827652,5.30614615385171,0.00328533116952789,0,0,0,0,0,0.11495433100567,40.4501067522279,400.764192567793,13.3614196825911,0,869.344212401443,0.0660739562789995,0.0192082786852166,0,2.21254207336985,0.0202690637049929,22.4887434177987,72.4293458484603,0,198.547649364382,24.3546161543203,9.98847429212942,0,27.8612129588051,0,2.99471950186482,0
"PWY-1622",16.3047346314036,25.6506333482277,0,0,0,32.4639533354928,0,8.22383607868011,0,37.5704986528475,0,72.0307246560429,87.4412707861751,104.29761370451,63.0481313484755,0,136.558348804639,6.95625459496479,72.5036636677099,74.2455048774681,201.549687600276,0,271.482351605626,0,0,7935.05661534045,0.584272541550377,584.729139423731,203.380743191852,1908.96803155232,254.075818600721,0,149.584140309456,0,128.258929305488,518.363149185709,26.4443180104452,17.5763892231159,0,0,326.480254526759,718.554876808083,0,0.111331969608673,497.263314648451,672.076364521554,1222.4139294527,0,207.77456336409,0,80.9610648785378,26.0317471189545,1935.24112495822,0,666.879578041497,0,0,0,2287.28176782789,604.786361864444,97.8028604756547,0,0.0122218517360628,3.80981223492854,5.55e-14,0.0257434596549992,147.899096597935,1014.96642131936,3433.21204473769,112.53048794446,120.564960142234,8649.0289432315,22.1316755676065,44.77468820017,0,433.960053892631,69.0498602912919,3233.48405399503,2134.08895747185,794.505070009853,1070.31170436037,196.985028646012,2118.52344515336,0,515.614705805115,0,0.81588250114751,0
"PWY-181",97.1801381509337,69.0935394075678,0.000166039079948101,114.660167643653,16.4105719463817,117.352125278059,0.12514743927719,21.6559703696078,0,91.2608167970207,0.0227264456236992,203.856879831831,344.989219248643,281.654446198022,132.604257871412,0.0159172782238771,356.711994125665,21.8676412890543,176.502539113533,164.876450778201,396.61986717759,5.42291689850578,693.870612577538,0,0,20673.988616544,8064.77170764895,5251.10340829549,571.943909356345,6266.9284115312,5123.08129557695,3501.68352461313,229.1804996687,0.0796564364588384,223.739098902399,3732.79600260234,2785.26182633693,6054.34024053652,0.00983148477742894,1441.98921893562,8634.62621949401,2055.47955437024,0,8074.05531071911,10576.4120857008,2001.59939878235,2660.74889791662,0,11685.5338435037,0,211.214551417719,3940.89145752223,7171.9910171824,0,1657.93764231565,3827.69614582626,0,784.168353785526,2748.21564638765,4997.0571481448,330.139381411276,0,189.092666785321,489.363178268281,239.611337917632,144.312585301193,399.244723660751,21372.2641834191,12892.9127673681,6525.68803398691,378.119541937429,32650.5289909615,3261.35088783672,1765.12415366959,0.0153405667745788,3561.29854369447,207.991597131633,15679.2799002101,13859.3794001055,2715.11918883285,3309.13611592723,2058.81677473701,10726.3227951126,132.58777991913,2845.79476692316,91.1466171514279,641.667850737406,3.8275482518014e-05
"PWY-1861",1.5113272699724,19.6546109158934,205.809979334141,230.385265029034,423.457137902407,61.8611002890557,133.944965197963,74.625201086885,0.321422180308241,46.1515463300991,1.04927912489058,280.768483017402,285.715765519022,276.325936307091,1854.4230762026,62.0346230851846,128.409310357935,118.21743407941,383.334778770088,313.959107109489,298.847218646929,0,1323.49609943559,129.91466348095,115.009932813616,43864.2880186974,344.926255654065,3901.97035501618,768.155669771717,3305.27131274383,7296.59552003779,269.039410748179,365.797066037744,402.775948067752,51.2907792274282,1434.06751356985,910.782407307001,1961.29796223892,72355.0519307412,674.130117571276,9930.4772977259,1119.87085484778,6233.27661116748,205.043010058912,10745.3050759229,493.879015533473,4168.68833951667,139.368565615548,304.359601370767,561.198593055102,1014.58346447306,2.86409989357454,7820.05727336748,327.340575162677,1648.59793568082,568.164756617346,471.014478656929,730.698090708585,215.503619342518,864.069925542324,415.186025535621,744.566936481643,0.0672360033115734,1320.42008762598,888.616760019049,416.54244162765,1076.54634743562,1235.07116111025,10226.2580755287,1298.36150137901,833.245305771707,22375.3022193836,3737.30909434146,67181.7682154443,12.6469109706165,1630.32554423794,157.663561498724,14708.4582890272,6581.77152724775,15309.2691836891,5031.56265380731,97617.1349558621,2276.23669823928,0.2008579434441,1796.04536914815,71222.8440263467,1662.6378508999,5.87024772544309
