"","G0","G1","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G2","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G3","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G4","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G5","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G7","G71","G72","G73","G74","G75","G76","G77","G78","G79","G8","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G9"
"PWY-6470",0,0,589.262397897975,3482.51214920301,322.156655878915,438.136024372913,5407.09760882845,31.3519555026467,8878.89303186912,15840.3125280798,713.090703456037,11.2304821876917,124.443557451735,617.775077464084,1207.16197911525,43.0697806093497,30.8616595678254,91.6499155750565,10.8245558499507,626.876518349445,1013.93981895786,0,481.200800177735,13785.9082170635,6538.09658441252,14377.9064494598,0,626.421507719586,164.446803698861,1053.18458853449,46922.1567467346,0,50.3692779073677,117.220078469566,29514.2221840056,304.47372980036,293.762257890578,17498.3704958521,1264.50923151128,6407.76546754842,1468.58178962039,3687.5163006689,56998.4415238589,128.595766965599,290.927457007354,613.712647188408,610.025853497302,0,134.343672530567,122.552569364037,44.3228312036192,22.9490163861023,3043.33080566175,0,119.249623361124,6.71870344628619,33.5737299875606,0,211.492743524185,64.1926269570102,124.700253711374,35.6382133064244,62.7048145903455,947.085610704102,125.121606335985,493.63899047238,1096.08089976225,2061.60252142314,4138.00959125914,3179.62237446429,248.222208976401,20365.7755134204,3716.33028911706,92.011297965759,46.0470383013096,1566.83136703299,470.667140369765,13338.5591508121,4715.47855267288,1649.02471622976,2966.78249211679,939.482697085406,931.053680189798,46541.8697251349,78510.9138343825,549.665669421896,588.938554015622,11095.9634238683
"PWY-6471",0.354770136270219,28.7707182780233,1400.62002759611,3670.78862583955,929.097567891227,487.903642890636,5680.97219588402,92.4284558684356,9302.87393260206,16619.8574842805,747.233410617693,282.485438677522,618.357339151409,1696.26216856035,2991.88520543978,257.728177050679,112.668015029588,256.902450805873,341.865958428649,760.638446811282,1251.12622779231,0,1592.49072053089,14446.2386992438,6851.55621346182,44928.8656881606,0,2452.45796547454,989.272118703482,4501.89568281334,49627.306044757,6.71044071325613,82.5233865011932,244.897874601115,30944.9412758879,920.414610245587,942.738988003333,18610.0364481776,11603.3769032879,28216.3208026767,3536.43726600691,4831.70379612191,59809.7867679058,463.204396746661,5996.18165485973,1058.89733129848,4205.72448153104,248.283894607388,4809.24986286002,965.63528841955,981.966583651276,327.840473298647,9819.02449801448,0,1420.87965569926,352.619674673957,386.571898181432,17.7540289556139,1194.72521283745,664.666758048077,266.763694736709,986.656615884472,67.4427625745799,1344.04197181477,662.915996172274,889.954506659332,1645.11223350367,7636.09185032036,12259.7071079929,10177.2931746558,2723.78094282933,45539.1508883057,12244.7546490039,2921.413057063,67.1574634510688,8481.59465657362,931.861621536448,46446.4773185739,12714.719991927,15659.9118340133,7978.79267930209,28099.7637569284,2774.13499002768,49107.6438582352,84193.1812854592,12935.1828096332,1026.11849930011,11626.5586724504
"PWY-6478",5.18024506842905,5.72323264156294,315.365268135884,633.745034208388,35.7618107998168,179.192755387358,888.419207255594,10.12921367022,1316.57642520777,2508.69134241322,99.7773708364478,16.9366378065389,142.899685949822,161.439537929898,76.968708930779,0.386315276306217,101.476817815054,2.961990082862,24.6641142587373,152.006307385302,259.260921253785,4.49466838544119,171.605377425318,1979.92436357986,985.077211642626,6015.85116175653,1956.38951126505,2092.45383207504,96.7609502864801,1316.6795391073,13314.6250194886,574.611187423142,2.86168233371125,8.44161375182311,3985.91897283757,615.759164170435,471.668867948077,5450.12688440177,113.567715907959,549.625298818134,1856.17635400634,656.917258046886,15203.0524480477,1034.898758881,1975.88964309464,178.639802539484,972.641944611058,0,1548.91866931182,4.17733100884459,83.3374384199976,1194.53617176559,3386.19341805061,0.059332261591496,315.156743266661,485.142679038276,3.97113141256253,464.087302038367,5.20662746359947e-07,1381.91042852222,183.596662242791,305.816996816158,86.4624872163918,86.0136406456012,161.447393325401,146.916156351845,81.0293650611628,429.692877700149,2169.40863828168,676.453106758353,493.366579271036,7293.59846818535,8029.28747758533,64.4556620644079,3.13119121068685,343.998258036703,111.288886879197,3557.11821017198,2293.09545292577,1225.36794972081,370.430215693796,582.556388864017,2481.15046154085,12409.1760341654,19952.1972350965,61.9350903302203,156.105808850354,1622.92458215789
"PWY-6486",2.7798002514903,0,0,0,0,0,0,0.145246735085848,0,0,0,0.0381999785980844,0,0.224160360166932,0,0,0,0.0143681462661792,0,0,0,0,4.76265334085806,0,0,293.206108177465,0,0.458982557237868,0.610461099937807,72.7188528200705,1.13260704571892,0,0,0,0,0,3.22482312917476e-05,0.301677824492802,0,0,0.344263715814921,0.182089825688557,0,0.399692362494545,0.564238553739105,0.607009593283891,0,0,0.310801362746941,0,0,0,0.267761028133712,0,0.415860167408555,0,0,0,0,0,0,0,0.00827226732992223,0,0,0.038219480493208,0.181984963218055,0.351918180782793,0.387308239105527,0,0,4.40264750230561,0.0765151703717817,0,0,1.56600109275475,0.112030319824843,12.2487964210221,1.49674487416596,0,0.612010331323018,0,0,0,0.78855455771298,0,0,0
"PWY-6505",50.4646320026882,11.7335540071679,0.0408835352518044,0.00421769371583101,27.6722534560396,5.56717826435589,0,15.5899444844633,0,2.98635600823728,0,3.67859483167663,54.4819962888799,30.8671825239896,9.67973548088431,0,0.42378923321977,1.00262652983534,16.5331704571277,1.70183130476999e-06,18.2026109166874,0,154.616131354602,0,0,2848.28588513277,159.589763091559,345.560763790424,124.460420426756,987.073669240558,99.0498097225864,0.0608964270164183,14.1205832227495,105.657387398172,7.29868082731254,51.800402737305,25.2500164678062,23.8568144406699,3.20893179736864,0,375.079590664088,462.820405762,0,92.4121381105623,395.143789181351,200.18885961212,230.844486291918,0,2090.89107368679,0,127.172043627243,118.090824066188,1361.60290522168,0,88.8243820697518,109.247810923871,55.256136754691,78.6676629476467,124.705532017162,429.184186934628,0.108760025246829,132.461833738238,25.5632798513325,0,51.9156701538144,110.377509096571,21.9764542572292,725.756831900237,1966.14748113222,47.9686875071266,55.894396299636,3367.14717255298,1304.83958903546,95.3096644583911,0,816.070643530037,37.2579993578704,1992.27611855929,1509.61502977566,1063.3065620208,1542.09360237186,403.086050732483,215.24952326739,1.54212381978443,689.427522030268,11.77692360392,63.1151911773417,0.00271615910500942
"PWY-6507",37.0185295871656,70.4347067557892,57.4261590046343,91.72976152797,177.28737662143,313.158701557145,102.399793341285,72.7496564616844,0.161928990813627,159.127568559065,0.19679889807732,408.976212136589,32.9639732823678,523.489413653737,195.690020032586,10.9867098801447,743.298604990013,2.80647756699106,121.12670458653,602.114426754217,160.353591170836,0,460.55887680196,97.63706170227,86.2547452173909,13767.3864367162,4196.09883769203,3424.73131342495,378.75389195071,4954.71293463906,6451.87890033542,1429.94802139888,338.506444386189,476.081356900609,29.7568123811768,1583.08202668411,1268.39164444827,2774.93278770192,52764.2788797169,358.265151656559,8505.56284255672,1533.09183378124,3904.91977232372,2822.79183826521,3845.92748695429,629.592823858042,2887.1220145375,7.74819623310217,3555.75779433896,504.633293937627,178.39285903118,2541.183612336,6853.37039744841,214.656835783744,883.901061039386,1327.46596524805,500.939087151972,1022.92904588203,2891.64943751324,2740.88638570521,383.402609590363,619.42017128279,336.262651319882,306.530677625961,425.175014158751,233.938900410291,333.772749192227,6979.22232234402,6477.91471972317,937.179978788385,698.624152197588,9728.42628641095,1857.63791941998,50556.5082165064,78.219336646445,2041.44061463663,94.6090916084966,6486.3390084579,5863.57697542597,9475.18270276531,3768.45072014559,72004.1602466682,5041.13708495557,125.218605016059,921.506718862559,53136.3854440536,1023.50716713773,8.10151032558394
"PWY-6519",331.760205243196,35986.3065101303,22426.0466876412,357.934910252589,4859.54866607675,430.850089262034,238.1473060741,194.237893888162,12.9408318541139,579.113604050722,5.09372153206718,681.575118859771,4912.32586762331,3142.2621944844,5870.61272000652,21114.2652055402,10063.9622869889,25214.7800948717,502.559312092138,701.957387831394,370.53013139167,48.0409877749042,2305.40836017643,65.6922729618155,54.3986838480484,36351.3738647928,3037.32496719981,4672.46618658993,1276.7741100586,13775.8922709046,3084.94791230463,1833.7106700058,532.037671098258,1316.5868969146,163.703596094731,1257.29677895914,1268.4616111926,951.647609958757,82435.4655070894,120713.269637625,13469.0078922313,2311.63232120489,494.204947697809,1084.0459230479,6368.41442702928,4178.63182805241,4847.31433758474,1190.61386107517,3280.0442572845,858.655309139253,281.955391898761,2411.6478246673,10706.5806342785,312.729639994785,3192.60575038319,2194.35335280397,318.192815085617,1420.19515998388,942.368759231258,3155.01188851434,716.386105563101,1634.09934670046,529.292601580212,1179.79988052397,1007.31613281587,671.935502053013,903.094230264834,62608.3766872536,18210.9391790105,120410.200817269,116058.74922227,204236.703767157,240556.78824497,66068.1112387653,222.048559809009,40304.0400539059,11845.5780135775,161601.990251005,201417.782749663,28839.8852690762,10421.1816749073,95929.0518276431,6733.910580511,1865.17998793664,2954.65373208534,68530.1974935818,2371.61443442657,110.075871279175
"PWY-6545",27.5332116480774,12.259611063788,1220.95725992385,68.386810719575,253.659676112518,139.065652820399,20.9234969565663,17.5929515993641,0,67.6495300536263,0,71.4378414906817,569.755274504852,814.069205842962,1374.32885906653,32.3430911152168,708.849411312038,168.146736198583,71.9565637615804,511.352590762786,140.298824495913,0,1415.94672303242,9.69096780427976,0,22965.9968979953,408.583673737762,2552.05343996693,425.605047483384,5671.37870130824,1142.96071977813,0,0.0544648148739048,268.222691104023,108.895694864766,725.736340262197,131.742937173731,383.099917588238,205.632550890675,0,907.073671827129,3858.87548862856,347.39583636126,812.581532417876,5946.04150130698,1741.03306069293,1966.09751886985,0,22858.3582943872,3601.42010935569,1054.13100592837,480.321857329305,4163.73978779303,65.8101330701468,367.071234204746,231.275503015367,354.962168494232,219.745659445839,578.357308529175,648.631043592487,148.349862762632,1013.48019520985,233.857399948848,1872.58281886072,100.694775070181,643.256295771431,2987.8844547551,3101.18855053302,12877.0200670959,1812.64917253241,1051.48532108782,47776.8006527567,5558.77313889222,207.971300116644,0,3521.13514636303,240.055615519038,10703.5351816537,11139.8520541151,11016.6662981244,6804.80930695776,14121.9230584633,2015.60705377998,74.1073730326114,3062.19126604662,4883.21646725057,1666.10050532465,21.1412167565464
"PWY-6562",21.2001597263998,110.679719656236,136.519914097603,93.9258502690954,44.6333578134241,0.0930310600484599,2.72444577719159,39.5084620553076,0,13.8814937759165,1.21426469336401,34.1873636398533,98.1104632072008,164.745966243154,146.589700929973,233.422188006494,665.915823004892,214.278029785783,14.8949000226002,183.944174385297,38.6686737450978,0.502987695694523,194.916043997014,0,0,9096.23138389137,13.565508404222,204.357703850273,182.707535150516,3475.10897807787,358.152070333213,52.6645732995686,0,0,6.56143651891027,135.536296730649,48.7061944825176,71.1813657672578,10.5543094733728,20.6669049877413,306.770122925515,960.935740895593,100.104383686741,251.112263605729,441.658485231542,484.194457070413,317.498375039362,0,14.6323448666879,193.645261043575,26.822461670033,125.061378212798,933.336057392118,0,389.430574581945,75.2031626788385,0,0,257.566148088803,118.335702901262,44.8876866030424,0,269.030606854721,462.966880504731,307.942506113666,31.0660810152231,56.7670388839886,2478.47263704063,3713.84456006421,4424.95767903945,690.943298420447,9817.0788457146,3793.13918337934,63.8803716369321,0,2009.90303617607,44.5368680184368,4749.30553677338,4596.03929906229,841.827792485312,1426.60951053095,415.481288938461,554.846868897863,9.75642506138887,432.250487359052,21.3765074766404,49.5528963092731,0
"PWY-6565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4983773919963,0,0,0,0,2.22643370978131,0,0,0,0,0,8.91540421302335e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.653335767269,39.9462084353841,1.29034465106006,0,73.7805364873332,0,5.78163882036117e-05,0,0,0,103.099193253516,0.00133432396307225,0,0,0,0,1.77862258710999e-05,0,0,0,0
"PWY-6572",0,0.61853139006037,3.08571428571429e-15,0,0,0,0,0,0,0,0,24.9437459577824,23.2125560512527,8.3264643703954,0.197778423255508,0,0.490258024045941,0,0,0,0.718722078217001,0,13.5225241366107,0,0,169.626417807528,0,3.36111646986451,0.0144680992789379,34.2792009851408,0.00109025878037065,0,0,0,0,0,3.89059391558306,0,0,0,0,0.0153207462574312,0,0,119.872603912363,0,0,0,0,0,0,0,42.669604183339,0,0,0,0,0,0,0,0,0,0.0142186350811011,0,0,0,0,607.884847521603,883.960121164614,1.21371762169679,0,94.6072474473671,0,14.8111440979882,0,4.58789404847121e-07,0,478.221313668872,368.654055629187,1.40676124646765e-06,35.8182129906393,26.2817115562403,16.7674872905214,5.26485267603816,6.16424536293212,0,0.0253808332713683,6.85714285714286e-16
"PWY-6581",0,0,0,0,0,4.41247580546157e-05,0,0,0,0,0,0,0,3.27807728888206,0,0,0,0,0,0.00011353740174966,0,3.6,0,0,0,0,3.39706045694311,0.56444715689692,1.56914213817218,0,0.102595624996175,0,0,0,0,0.651174482980272,0.634561495125042,0.174852755502313,0,0,0.571472332971392,0.208592315873663,0,0,0.994508340463228,0.636428287365838,0,0,4.14361951611327,0,0,2.88654996759133,0.509432687195454,0,0,1.3346316944976,0,0.17469876506563,0,1.55684838098758,0,0,1.57924204815144,0,0,0,0,0.154727261178447,0,0,0.0666102751783701,0.0254822920157529,0,0,0,0,18.4885362320973,0,2.84919739983057,0,0,0.576588649508489,0.148083257260037,0.0466241106210608,1.21969197487364,0,0,0
"PWY-6588",43.0335230015791,12.0822496502421,9.83226455533896,152.56026640974,74.1958566424809,26.7740737691266,102.330089560499,30.0801363596725,0,166.104169043519,9.67190679232085,18.1234430627507,195.66964914237,346.831186169545,402.983054116026,46.8331466944616,103.284857726343,1.4579656275155,31.6307909346713,525.743554679828,30.7011308544844,0,333.14112442534,97.6989610946996,86.1626825346461,17772.216278375,9127.17079228848,3399.06309754694,307.438181071599,2613.01959772454,6071.5939100772,3181.7956209206,317.019812174655,235.662084049537,62.8668489812546,3341.16775872029,2303.67148676904,5019.77062474332,72559.7210194377,557.743911875995,9779.06376891367,2432.8746372141,3780.92990608781,10688.5244751455,5993.17452615447,657.884199487976,2497.41126638123,6.19429058423874,7884.65237888139,422.692121128275,471.659049056345,2979.96490530753,6436.23753665467,287.352874193103,673.939803787438,4097.27356086763,199.588352085302,542.980093629913,869.945154289051,4206.96699856495,383.498084232735,86.31936169784,24.0641262590824,487.443416809775,366.46512870235,690.353217248261,584.587715382043,843.911587157843,4730.07147550244,1276.69797546375,169.19587867683,13724.2768104103,2963.87276554213,68469.4888480608,42.5348113067481,763.045275394954,56.0110628920521,5549.06155057951,6260.35235034454,9760.3734571876,2945.58064091617,94198.6643246425,7268.51518580042,23.9947173771136,1489.1382758174,70675.5396861674,1408.13674743568,9.92358608059477
"PWY-6590",2.92940597227274,33.2508585867052,302.664389476648,36.1103429395788,61.810117256561,0,0,40.2970595613859,0,29.1849016825136,5.05955593475294,45.0085074064048,377.416928771473,219.719373531267,267.007976248992,141.417093959491,606.368939772985,23.7774183556988,24.8697548502424,205.107914766549,69.2734076980784,0,216.548677976621,0,1.71409022215992,3677.5076957993,0,307.883034908619,0,1584.20179889799,3269.22736675071,0,107.078352508257,12.5148566274918,10.4358843385744,778.760999829353,34.8479121868884,849.361925308062,368.020582148522,211.683522885086,192.075443145749,261.853456851217,207.261470275505,38.7342818799829,3256.21777136277,693.436790513192,1830.19890238766,0,0,25.2925318299209,6.19199999999999e-13,0,5194.2364583811,4.57569039175538,478.52011602286,175.088718430234,236.066705400693,0,157.521979663031,321.669547027495,0,290.535095088852,7.34548090930874,0,5.36489999999996e-12,191.541875843133,131.798462624733,3179.2423637601,1306.61289634642,2543.33419179525,346.785584970189,9397.07826627342,3225.80830031572,572.851249700821,0,1440.0943865831,320.365942134162,7828.99079673493,3454.59472285536,6142.81430876978,1732.26504924921,7571.73608033121,998.83587256118,62.5918110030471,1260.47035934066,99.1047445496223,373.958738942469,0
"PWY-6608",306.782738505059,33694.9992007339,20559.7066040779,948.839106414054,4332.94721827882,250.288075024886,342.099103888913,130.34727930887,1.30324665884315,1508.37893093778,15.8183300717048,438.282209461112,3971.16969053309,2478.1747126594,4150.75094148191,19517.8722549439,8765.62904340944,23522.8484310483,511.629509957215,790.32677028476,1135.26790989414,46.4258798198309,2093.09719976961,95.3897978607588,27.8677799117035,60291.9826983153,4749.58578783519,6210.9261406629,1229.12629934035,11771.187363772,13477.8025723832,1905.65967154055,560.59589324008,1067.87162991322,420.37547705662,1787.94948449452,1312.75586267342,13924.9442828385,93213.7264253144,124787.585408175,12023.4912863197,6097.15520742851,2389.74551983134,2765.13036231565,12561.0697659592,3443.40277833026,5432.432142211,935.396960272586,24605.845602192,4164.63505472531,1412.77115758372,2886.30294470795,17318.4660378241,369.475521407453,2472.89720556908,1807.50907597713,563.536813485708,1434.29748080696,4653.54214621701,3505.34391589359,846.871378540518,1842.19538247536,592.333836468576,1844.29722286264,1128.00880489824,1088.29488416981,1983.17763923117,55987.0341909195,21922.0438513727,118147.482639649,112979.109681465,197744.200893974,227325.041733492,79848.6585431506,173.567143653166,36756.2779147279,10852.0894222101,153447.611282031,199411.618175135,27430.8105444828,9627.22492863061,112965.046152657,6365.14561678938,5992.15274528338,10895.1008968739,84584.1375920906,2246.51537329832,177.490049818638
"PWY-6609",54.3074137985142,1167.52637350055,1038.13427155961,3753.5267541831,552.7354799539,428.390836593946,5864.97208372412,111.450704479117,9685.64993061942,17238.3718305988,782.464336080357,280.878945280033,1859.74856612652,2287.65443172512,2720.67963420316,3352.76369063686,1928.30297339884,1084.5876279305,416.944271695929,1023.50904177275,1552.84766729492,0,2063.67177491096,15078.2203317087,7146.77240605828,51314.9029653923,997.720707879869,4881.72060665798,968.817444336136,8304.73758260349,50557.9336052549,659.75231388661,385.532800644493,299.399126231533,32330.3075831499,1311.70957781573,973.905067904358,18023.5164808388,57193.4790986864,72461.4499728827,7755.89878397992,5836.74799349876,61378.0303245571,716.006626976709,9217.84572363716,2195.06524141911,4608.18056549905,74.7447176076584,21943.4931073486,3859.58852676479,1321.75789299863,1131.35904916958,14235.5582942288,212.236111302448,1645.23867677294,570.960280294825,363.065536172974,898.625213038772,3251.48852759471,1089.59579646799,618.87500065827,1174.20796256662,259.007738104595,1566.92083160031,862.499893576792,992.349507875072,2010.69390098563,33150.1584832784,16905.7957906892,54223.9397260021,43302.4919623154,116799.321254207,69745.0423567407,50551.9849707245,55.2399600480808,14659.8704557146,1910.67533490344,77430.8430161445,87036.2443689152,16130.4598371128,7782.43931266002,73668.4515713773,3919.14983232453,50872.7744495514,91129.0602866107,53430.6341877418,1763.90193748494,12083.5126296412
"PWY-6612",287.722415113146,29153.5384729819,18638.4308471658,1872.05697402979,4091.6789130291,499.378307231948,2399.7086336331,171.749599106627,122.70801421929,3658.04126482395,77.7816763350083,570.230860157703,4131.19097129843,3321.72773636103,5770.19386760335,17358.847215788,8200.43015655494,20479.6572067416,507.716768419471,1028.69468509291,1274.80672880539,39.9646373684598,2715.39881731171,675.967910623912,353.548190729542,66104.1389076296,6620.0449785796,6930.94220931778,1533.45125259049,15739.6536790623,21509.1800349174,2717.02743739422,503.400442089236,1250.57327390676,1741.80818609612,2982.25824743938,2451.41916134518,12031.5756977175,75869.3507104288,129682.706763709,11863.290522959,5192.48500625923,5005.27915673502,5733.38618083234,12449.730997374,4039.79928820992,6283.06202963255,928.28780050172,8568.60177830732,1516.0381265442,973.892733943752,3531.27219822661,14582.8242789954,273.843273525111,3053.76562186172,3032.24270991677,755.728188073165,1396.89281862806,3248.47427136283,4466.33845454318,732.956455924398,2137.55163111029,557.028916828231,2423.045090109,1096.71442265373,1016.82854346586,3442.21645676204,53638.7587032026,23707.3684734217,120370.632813715,112681.026451069,222458.700297945,225164.019518397,61658.7845901545,172.52432684975,39334.0260064024,9813.70374228749,164913.869356377,201615.700752088,29794.4322102832,13220.1438017439,90510.5882705174,9542.96660329639,20464.7486614781,48929.3939600467,64537.9373970371,2799.18524608858,1411.45464877403
"PWY-6628",285.278819782045,5278.97384157121,7191.95265236849,1173.94737586624,2343.41385963496,366.862658929269,1323.69575941555,191.163034933173,47.1083829696634,2205.32170002874,23.831278092216,598.878636202631,3270.9874723902,3010.37593672838,4994.28461761877,7747.10270149665,6409.04406418376,6161.39794249775,526.607632534719,839.305591853873,951.576073147571,24.2733755413405,2574.47555197122,464.439337213683,259.143606646696,59142.9462531531,3663.03711931872,6353.31503434398,1619.57960895726,17431.3376885138,9501.58764298338,2423.28270046419,548.188265410558,1342.46726884224,578.781780857322,2433.68664015888,2101.2936081004,3855.23779219708,83942.8205195348,119039.267931049,12465.7091391585,4658.54301421956,2451.84563590279,3292.56759708106,10871.0310278263,4025.04153301596,6603.78752044994,1047.38126809115,10236.3942357141,2639.19377552701,877.139949079268,3241.84554637416,16084.9916091049,283.366436813557,3073.34425515413,2615.77622411196,754.855963860963,1414.23870653834,3509.8986573842,3829.50454492753,788.662610561519,2201.31635903691,661.623779680799,2041.92267930001,1255.83143543518,957.947430260082,2119.24178864429,57910.715997124,23585.7616881052,130323.585439857,125729.44984474,222617.515863261,264845.763068561,61918.4250399426,187.105279068056,46351.6360844462,4236.68165478206,179873.186267036,216022.321117007,31900.3399453844,13597.5913519379,91004.0415560365,9030.8934282246,11411.5703077233,11779.7351965542,63750.2470505874,2755.7691905175,715.254238683378
"PWY-6629",133.491849400101,0,0,0,0,0,0,0,0,89.5631144976024,0,0,0,1.60173443134145,0,0,2.77341599999989e-10,4.82867999999997e-11,0,111.619289298679,0,0,0,0,0,6254.81414684313,188.899846831419,2698.52355124846,0,568.480181915014,123.051697798938,1206.45501637188,424.734302052606,735.656309535192,0,79.9272671029253,0,313.117525518554,77167.4959674488,819.59063184635,11936.7816840686,0,0,324.369508609829,804.772600651688,0,1514.06661254481,44.7514993924173,273.455591024741,276.246208848056,68.2715289954796,0,185.696988467702,270.751735426919,1391.36559333065,1150.59745030901,539.303074958885,1180.9864691678,160.539068133517,974.983504773876,574.957663944519,248.069968402911,35.0968797935626,721.259297861862,349.282422444842,481.270428880387,1.1592e-12,920.908331153798,1598.20061312886,78.913214581104,91.1350951901581,401.309355814161,3408.25888255988,59248.637537677,96.2107422568451,730.757062343914,0.801118722032021,4335.97367590651,10275.400452572,20490.8825842799,5894.41873135008,86937.5136819127,3331.57451275991,0,27.1274899891037,61541.5018985198,2142.1093434,0
